"uninjured_rep1" "uninjured_rep2" "regen_rep1" "regen_rep2"
"ENSDARG00000087196" 382 441 1522 1603
"ENSDARG00000087197" 60 50 22 25
"ENSDARG00000087198" 49 54 873 694
"ENSDARG00000087200" 9 3 4 6
"ENSDARG00000087201" 8 6 22 22
"ENSDARG00000087202" 463 357 203 270
"ENSDARG00000087203" 55 63 71 73
"ENSDARG00000087205" 62 49 209 163
"ENSDARG00000087206" 2035 1052 2192 1978
"ENSDARG00000087207" 51 66 89 100
"ENSDARG00000087208" 8 10 5 6
"ENSDARG00000087209" 9 6 20 24
"ENSDARG00000087210" 515 170 130 100
"ENSDARG00000087212" 3 3 16 14
"ENSDARG00000087213" 347 330 172 243
"ENSDARG00000087214" 15 23 23 29
"ENSDARG00000087215" 132 97 56 47
"ENSDARG00000087216" 2760 1520 2125 2101
"ENSDARG00000087217" 1028 749 903 1178
"ENSDARG00000087220" 4396 1587 5183 12454
"ENSDARG00000087221" 55 51 121 106
"ENSDARG00000087222" 8501 7517 4128 5640
"ENSDARG00000087223" 17 16 21 21
"ENSDARG00000087224" 234 208 203 265
"ENSDARG00000087225" 17 17 12 14
"ENSDARG00000087226" 525 512 1169 1128
"ENSDARG00000087227" 116 97 390 493
"ENSDARG00000087229" 1792 1383 1651 1820
"ENSDARG00000087230" 96 112 180 214
"ENSDARG00000087232" 0 0 1 38
"ENSDARG00000087233" 61 30 47 32
"ENSDARG00000087237" 14 4 79 60
"ENSDARG00000087238" 235 225 936 869
"ENSDARG00000087241" 5 0 6 7
"ENSDARG00000087243" 2536 2610 3627 4223
"ENSDARG00000087244" 6 9 11 7
"ENSDARG00000087245" 38 40 11 14
"ENSDARG00000087246" 7 3 3 2
"ENSDARG00000087247" 437 394 460 441
"ENSDARG00000087249" 299 278 485 618
"ENSDARG00000087250" 570 498 696 735
"ENSDARG00000087251" 986 915 443 587
"ENSDARG00000087253" 318 280 391 382
"ENSDARG00000087255" 139 160 206 294
"ENSDARG00000087258" 3 0 6 20
"ENSDARG00000087260" 81 98 538 625
"ENSDARG00000087262" 189 125 220 268
"ENSDARG00000087263" 1542 1231 6189 7326
"ENSDARG00000087264" 1071 2129 10085 10398
"ENSDARG00000087266" 1047 955 558 649
"ENSDARG00000087269" 5 5 8 15
"ENSDARG00000087270" 31 18 19 30
"ENSDARG00000087271" 60 38 32 41
"ENSDARG00000087272" 672 576 720 717
"ENSDARG00000087273" 15 12 23 17
"ENSDARG00000087275" 74 68 95 104
"ENSDARG00000087277" 1387 993 1188 1283
"ENSDARG00000087278" 37 27 80 81
"ENSDARG00000087282" 61 39 79 60
"ENSDARG00000087283" 5889 5077 2536 3484
"ENSDARG00000087285" 57 31 36 54
"ENSDARG00000087287" 6342 5363 2712 3614
"ENSDARG00000087288" 31 25 48 61
"ENSDARG00000087289" 1915 2538 1101 1500
"ENSDARG00000087290" 69 56 90 90
"ENSDARG00000087292" 232 207 274 305
"ENSDARG00000087293" 3659 3307 1811 2526
"ENSDARG00000087295" 6 7 3 4
"ENSDARG00000087296" 7 0 6 3
"ENSDARG00000087297" 10 18 5 7
"ENSDARG00000087298" 396 311 371 459
"ENSDARG00000087299" 263 205 367 393
"ENSDARG00000087303" 31771 17287 3472 2859
"ENSDARG00000087305" 11 11 10 12
"ENSDARG00000087306" 5712 4752 3776 3960
"ENSDARG00000087307" 1291 1200 3442 3109
"ENSDARG00000087308" 8 3 5 10
"ENSDARG00000087309" 1554 729 1948 1009
"ENSDARG00000087310" 59 32 38 47
"ENSDARG00000087313" 113 121 655 688
"ENSDARG00000087314" 2013 1667 805 1124
"ENSDARG00000087315" 804 116 345 345
"ENSDARG00000087316" 7245 5800 2901 4168
"ENSDARG00000087317" 98 135 88 100
"ENSDARG00000087318" 13 17 163 301
"ENSDARG00000087319" 13 10 20 24
"ENSDARG00000087320" 288 261 343 455
"ENSDARG00000087321" 303 273 833 817
"ENSDARG00000087325" 2 1 9 5
"ENSDARG00000087327" 387 321 316 396
"ENSDARG00000087329" 1 3 11 3
"ENSDARG00000087330" 690 654 1395 1277
"ENSDARG00000087331" 111 82 223 264
"ENSDARG00000087332" 149 140 633 642
"ENSDARG00000087333" 334 426 891 842
"ENSDARG00000087337" 3439 1384 3554 1863
"ENSDARG00000087338" 1655 1747 1003 1242
"ENSDARG00000087341" 83 72 568 518
"ENSDARG00000087342" 19 14 13 16
"ENSDARG00000087343" 18 22 11 16
"ENSDARG00000087344" 27 33 50 34
"ENSDARG00000087345" 4 3 2 14
"ENSDARG00000087346" 380 380 815 1023
"ENSDARG00000087347" 75 53 106 101
"ENSDARG00000087348" 1511 924 1426 1470
"ENSDARG00000087349" 55 53 27 47
"ENSDARG00000087350" 21 16 27 17
"ENSDARG00000087352" 432 425 502 573
"ENSDARG00000087353" 87 46 20 26
"ENSDARG00000087355" 605 724 566 774
"ENSDARG00000087356" 329 152 100 179
"ENSDARG00000087357" 11 6 34 53
"ENSDARG00000087358" 153 134 328 410
"ENSDARG00000087359" 30 33 54 33
"ENSDARG00000087361" 95 87 158 196
"ENSDARG00000087362" 135 182 207 251
"ENSDARG00000087363" 2 1 7 8
"ENSDARG00000087364" 47 50 123 131
"ENSDARG00000087365" 901 750 421 513
"ENSDARG00000087366" 19 14 8 2
"ENSDARG00000087367" 24 36 19 46
"ENSDARG00000087369" 276 297 453 460
"ENSDARG00000087372" 984 790 524 519
"ENSDARG00000087373" 86 108 149 130
"ENSDARG00000087375" 1718 2353 1015 1380
"ENSDARG00000087376" 11 13 2 4
"ENSDARG00000087377" 302 181 152 171
"ENSDARG00000087378" 113 75 125 150
"ENSDARG00000087380" 4620 4154 2161 2864
"ENSDARG00000087383" 12 5 1 1
"ENSDARG00000087386" 137 83 62 110
"ENSDARG00000087387" 5051 4516 3208 4319
"ENSDARG00000087389" 32 35 55 60
"ENSDARG00000087391" 555 277 712 375
"ENSDARG00000087392" 29 33 27 28
"ENSDARG00000087393" 40 31 670 593
"ENSDARG00000087394" 186 134 448 402
"ENSDARG00000087395" 17 14 7 10
"ENSDARG00000087396" 578 502 818 825
"ENSDARG00000087397" 358 322 791 828
"ENSDARG00000087398" 61 69 962 741
"ENSDARG00000087400" 62 91 109 124
"ENSDARG00000087401" 247 133 517 681
"ENSDARG00000087402" 1761 1659 1675 1835
"ENSDARG00000087403" 780 539 220 320
"ENSDARG00000087405" 11 11 10 12
"ENSDARG00000087406" 47 52 63 81
"ENSDARG00000087407" 2 5 3 10
"ENSDARG00000087408" 479 399 598 687
"ENSDARG00000087410" 8 5 11 16
"ENSDARG00000087412" 0 3 4 4
"ENSDARG00000087413" 72 46 50 50
"ENSDARG00000087415" 136 40 26 2
"ENSDARG00000087416" 3 2 3 3
"ENSDARG00000087417" 3735 3327 2834 3069
"ENSDARG00000087418" 271 240 437 446
"ENSDARG00000087420" 13 14 0 5
"ENSDARG00000087421" 4091 2752 4367 4242
"ENSDARG00000087422" 187 123 153 186
"ENSDARG00000087424" 3 2 5 6
"ENSDARG00000087425" 8880 5274 5813 5690
"ENSDARG00000087426" 7 5 4 2
"ENSDARG00000087428" 55 37 79 92
"ENSDARG00000087429" 1663 1409 846 678
"ENSDARG00000087430" 11 9 20 12
"ENSDARG00000087431" 418 343 601 529
"ENSDARG00000087432" 692 90 307 335
"ENSDARG00000087434" 38 20 63 64
"ENSDARG00000087437" 1 3 6 4
"ENSDARG00000087439" 601 562 1288 1410
"ENSDARG00000087440" 311 180 274 329
"ENSDARG00000087442" 1037 1037 1386 1826
"ENSDARG00000087443" 476 537 2275 2570
"ENSDARG00000087444" 260 265 309 345
"ENSDARG00000087446" 93 94 238 248
"ENSDARG00000087448" 15 15 24 27
"ENSDARG00000087449" 10 17 14 22
"ENSDARG00000087450" 2995 2884 2440 2676
"ENSDARG00000087452" 1172 872 343 363
"ENSDARG00000087453" 115 99 124 130
"ENSDARG00000087454" 145 127 48 71
"ENSDARG00000087456" 531 312 633 658
"ENSDARG00000087457" 63 80 338 307
"ENSDARG00000087459" 1 15 17 12
"ENSDARG00000087460" 22 23 41 42
"ENSDARG00000087461" 384 339 353 445
"ENSDARG00000087462" 283 277 191 249
"ENSDARG00000087463" 0 1 36 23
"ENSDARG00000087464" 1 2 4 3
"ENSDARG00000087465" 695 626 921 1151
"ENSDARG00000087466" 33 34 62 74
"ENSDARG00000087467" 3630 2332 1036 1139
"ENSDARG00000087469" 242 367 592 547
"ENSDARG00000087470" 189 155 230 231
"ENSDARG00000087471" 62 67 89 114
"ENSDARG00000087473" 191 158 358 334
"ENSDARG00000087474" 91 87 60 53
"ENSDARG00000087475" 347 209 586 311
"ENSDARG00000087476" 16 16 12 12
"ENSDARG00000087482" 100 98 190 223
"ENSDARG00000087483" 77 126 401 402
"ENSDARG00000087485" 516 525 479 495
"ENSDARG00000087486" 4274 4116 7211 6863
"ENSDARG00000087488" 113 126 336 396
"ENSDARG00000087489" 40 37 85 55
"ENSDARG00000087491" 497 518 600 651
"ENSDARG00000087492" 1179 1208 695 1099
"ENSDARG00000087493" 116 77 82 91
"ENSDARG00000087495" 419 307 36 41
"ENSDARG00000087496" 7 2 4 1
"ENSDARG00000087498" 9 20 15 11
"ENSDARG00000087499" 6033 5295 2527 3606
"ENSDARG00000087502" 107 65 73 83
"ENSDARG00000087504" 802 408 1011 581
"ENSDARG00000087505" 135 100 569 569
"ENSDARG00000087506" 11927 4858 12226 6669
"ENSDARG00000087508" 15565 13658 16800 20081
"ENSDARG00000087509" 0 0 14 8
"ENSDARG00000087510" 528 454 672 772
"ENSDARG00000087511" 2 4 11 8
"ENSDARG00000087512" 44 47 35 55
"ENSDARG00000087513" 8 9 11 5
"ENSDARG00000087514" 26 26 61 63
"ENSDARG00000087515" 232 235 224 245
"ENSDARG00000087517" 11 11 59 85
"ENSDARG00000087518" 6796 5933 3072 3900
"ENSDARG00000087519" 21 19 40 40
"ENSDARG00000087520" 19 17 12 17
"ENSDARG00000087521" 40 46 56 98
"ENSDARG00000087523" 172 204 35 56
"ENSDARG00000087524" 17 13 10 6
"ENSDARG00000087525" 220 234 311 369
"ENSDARG00000087528" 370 335 682 696
"ENSDARG00000087529" 422 274 977 1027
"ENSDARG00000087530" 375 363 652 673
"ENSDARG00000087531" 58 69 81 109
"ENSDARG00000087532" 885 693 251 366
"ENSDARG00000087534" 7 5 3 1
"ENSDARG00000087535" 5444 4894 2401 3410
"ENSDARG00000087536" 263 236 459 489
"ENSDARG00000087537" 373 449 304 336
"ENSDARG00000087538" 372 343 912 876
"ENSDARG00000087544" 50 52 115 152
"ENSDARG00000087545" 333 209 386 452
"ENSDARG00000087546" 7 4 5 5
"ENSDARG00000087548" 20 29 21 29
"ENSDARG00000087550" 1928 1836 2227 2466
"ENSDARG00000087551" 61 67 54 66
"ENSDARG00000087554" 152 169 3069 2924
"ENSDARG00000087555" 475 364 765 788
"ENSDARG00000087556" 61 78 167 177
"ENSDARG00000087558" 13 13 1 1
"ENSDARG00000087561" 109 102 317 372
"ENSDARG00000087562" 1233 1178 1093 1328
"ENSDARG00000087563" 65 59 228 219
"ENSDARG00000087564" 237 238 144 196
"ENSDARG00000087565" 25 60 5 7
"ENSDARG00000087568" 54 29 18 16
"ENSDARG00000087569" 172 253 1381 838
"ENSDARG00000087573" 70 60 22 26
"ENSDARG00000087574" 1022 967 677 998
"ENSDARG00000087575" 318 284 341 294
"ENSDARG00000087576" 669 504 629 687
"ENSDARG00000087581" 81 86 170 198
"ENSDARG00000087582" 750 681 1899 1573
"ENSDARG00000087584" 13 55 7 18
"ENSDARG00000087585" 82 104 77 96
"ENSDARG00000087586" 20 28 132 132
"ENSDARG00000087587" 6526 5467 3160 3818
"ENSDARG00000087588" 246 231 253 284
"ENSDARG00000087589" 30 35 22 33
"ENSDARG00000087592" 303 259 170 225
"ENSDARG00000087593" 309 319 581 642
"ENSDARG00000087594" 467 405 486 587
"ENSDARG00000087595" 8 7 30 37
"ENSDARG00000087596" 2318 2453 1391 1408
"ENSDARG00000087597" 4772 4138 1931 2858
"ENSDARG00000087598" 5 3 4 5
"ENSDARG00000087599" 142 132 147 180
"ENSDARG00000087600" 283 200 298 332
"ENSDARG00000087601" 26 22 35 65
"ENSDARG00000087605" 7 8 15 16
"ENSDARG00000087606" 12075 10064 5713 7100
"ENSDARG00000087607" 1264 938 1470 1640
"ENSDARG00000087608" 49 83 9 27
"ENSDARG00000087610" 5 20 19 27
"ENSDARG00000087611" 315 187 289 299
"ENSDARG00000087612" 3 5 4 5
"ENSDARG00000087613" 342 255 882 892
"ENSDARG00000087615" 9869 8250 4755 6274
"ENSDARG00000087616" 15 10 36 29
"ENSDARG00000087618" 34 28 48 49
"ENSDARG00000087619" 101 73 146 174
"ENSDARG00000087620" 2 2 24 21
"ENSDARG00000087621" 4 12 10 13
"ENSDARG00000087622" 55 49 306 277
"ENSDARG00000087623" 3 3 3 2
"ENSDARG00000087624" 155 139 98 109
"ENSDARG00000087626" 9 16 59 57
"ENSDARG00000087627" 53 25 52 74
"ENSDARG00000087628" 56 59 84 115
"ENSDARG00000087631" 13 6 1 4
"ENSDARG00000087633" 1 1 5 6
"ENSDARG00000087636" 4252 3835 10698 10175
"ENSDARG00000087639" 286 247 252 269
"ENSDARG00000087640" 1026 991 5155 4856
"ENSDARG00000087641" 1955 2156 947 1065
"ENSDARG00000087642" 183 148 294 352
"ENSDARG00000087643" 421 396 738 808
"ENSDARG00000087644" 331 299 458 539
"ENSDARG00000087645" 4819 4663 3456 3800
"ENSDARG00000087646" 12 10 88 76
"ENSDARG00000087647" 2621 2380 3470 3463
"ENSDARG00000087649" 3 0 5 7
"ENSDARG00000087650" 379 428 578 602
"ENSDARG00000087651" 27 39 5 19
"ENSDARG00000087652" 237 233 396 490
"ENSDARG00000087654" 12 4 0 0
"ENSDARG00000087655" 29 36 385 340
"ENSDARG00000087657" 2096 1895 2691 2727
"ENSDARG00000087658" 828 836 1034 1259
"ENSDARG00000087660" 61 53 88 101
"ENSDARG00000087662" 35 28 10 22
"ENSDARG00000087663" 238 192 213 259
"ENSDARG00000087665" 11 17 14 20
"ENSDARG00000087666" 370 323 72 107
"ENSDARG00000087668" 161 169 214 289
"ENSDARG00000087669" 74 63 92 107
"ENSDARG00000087671" 174 177 85 99
"ENSDARG00000087673" 47 54 221 271
"ENSDARG00000087674" 71 80 159 180
"ENSDARG00000087675" 96 97 35 11
"ENSDARG00000087676" 14 6 20 16
"ENSDARG00000087677" 12 13 1 6
"ENSDARG00000087678" 799 584 1734 1610
"ENSDARG00000087679" 1 3 9 6
"ENSDARG00000087681" 0 0 7 4
"ENSDARG00000087683" 280 276 329 401
"ENSDARG00000087687" 17 11 61 57
"ENSDARG00000087688" 497 433 1129 1318
"ENSDARG00000087691" 12 3 0 0
"ENSDARG00000087693" 278 345 1443 1768
"ENSDARG00000087694" 2 2 10 10
"ENSDARG00000087695" 92 115 137 138
"ENSDARG00000087696" 9 16 174 158
"ENSDARG00000087697" 3 13 145 72
"ENSDARG00000087698" 6 3 15 17
"ENSDARG00000087699" 268 203 117 169
"ENSDARG00000087700" 566 588 766 936
"ENSDARG00000087701" 21 16 84 48
"ENSDARG00000087703" 2 1 18 27
"ENSDARG00000087704" 61 78 334 476
"ENSDARG00000087706" 32 40 136 105
"ENSDARG00000087708" 3 6 2 8
"ENSDARG00000087709" 94 61 151 146
"ENSDARG00000087710" 96 60 15 59
"ENSDARG00000087711" 7 10 6 7
"ENSDARG00000087712" 17 15 20 21
"ENSDARG00000087714" 6512 5636 3497 4270
"ENSDARG00000087715" 0 5 3 4
"ENSDARG00000087716" 0 4 16 19
"ENSDARG00000087717" 66 65 46 60
"ENSDARG00000087718" 116 118 191 234
"ENSDARG00000087719" 703 435 823 947
"ENSDARG00000087721" 332 318 422 531
"ENSDARG00000087722" 57 82 80 109
"ENSDARG00000087724" 20 28 138 129
"ENSDARG00000087726" 302 299 551 520
"ENSDARG00000087728" 7 9 2 4
"ENSDARG00000087729" 156 146 251 320
"ENSDARG00000087732" 180 137 61 33
"ENSDARG00000087733" 74 58 84 99
"ENSDARG00000087736" 133 133 160 153
"ENSDARG00000087737" 1571 1666 1766 2036
"ENSDARG00000087740" 3294 2692 1842 2219
"ENSDARG00000087742" 733 721 498 533
"ENSDARG00000087743" 1680 1281 693 973
"ENSDARG00000087744" 46 61 85 98
"ENSDARG00000087745" 81 65 81 85
"ENSDARG00000087746" 74 67 90 113
"ENSDARG00000087747" 1911 929 2397 1303
"ENSDARG00000087748" 60 51 22 30
"ENSDARG00000087749" 153 162 260 205
"ENSDARG00000087751" 20 15 1 5
"ENSDARG00000087752" 301 214 537 519
"ENSDARG00000087755" 561 497 1505 1673
"ENSDARG00000087756" 11 8 23 17
"ENSDARG00000087757" 11 4 5 4
"ENSDARG00000087758" 867 797 3874 3641
"ENSDARG00000087759" 510 575 976 1177
"ENSDARG00000087762" 640 584 644 681
"ENSDARG00000087763" 1 5 9 9
"ENSDARG00000087764" 993 332 136 310
"ENSDARG00000087767" 53 36 28 27
"ENSDARG00000087768" 2 2 15 14
"ENSDARG00000087769" 10 11 8 8
"ENSDARG00000087772" 141 112 1299 1705
"ENSDARG00000087773" 4052 2914 2469 3146
"ENSDARG00000087774" 2 1 5 3
"ENSDARG00000087777" 939 710 509 508
"ENSDARG00000087779" 697 601 1454 1617
"ENSDARG00000087780" 1150 969 1801 1960
"ENSDARG00000087781" 229 175 352 323
"ENSDARG00000087782" 342 191 129 163
"ENSDARG00000087783" 1775 844 2233 1158
"ENSDARG00000087784" 40 41 36 36
"ENSDARG00000087787" 8 7 2 3
"ENSDARG00000087788" 13366 11290 5969 7583
"ENSDARG00000087791" 104 86 219 191
"ENSDARG00000087793" 279 283 539 596
"ENSDARG00000087796" 52 57 274 251
"ENSDARG00000087800" 3392 3002 1696 2183
"ENSDARG00000087801" 6 6 76 71
"ENSDARG00000087802" 105 105 160 151
"ENSDARG00000087803" 137 112 544 507
"ENSDARG00000087804" 602 534 1260 1343
"ENSDARG00000087807" 63 84 1021 1017
"ENSDARG00000087808" 12 3 0 0
"ENSDARG00000087809" 10 7 19 29
"ENSDARG00000087813" 13 15 21 20
"ENSDARG00000087814" 54 70 131 150
"ENSDARG00000087815" 789 475 862 927
"ENSDARG00000087816" 1244 1151 1382 1752
"ENSDARG00000087817" 3301 3122 2065 1904
"ENSDARG00000087818" 40 29 16 15
"ENSDARG00000087821" 10359 8387 4185 5909
"ENSDARG00000087822" 950 791 949 1073
"ENSDARG00000087823" 169 149 323 325
"ENSDARG00000087824" 850 759 612 785
"ENSDARG00000087830" 916 897 779 888
"ENSDARG00000087832" 177 99 211 271
"ENSDARG00000087834" 3463 2972 1726 1964
"ENSDARG00000087835" 96 109 187 222
"ENSDARG00000087836" 59 58 98 113
"ENSDARG00000087837" 287 261 424 549
"ENSDARG00000087839" 315 298 341 411
"ENSDARG00000087841" 351 328 603 639
"ENSDARG00000087843" 186 121 155 176
"ENSDARG00000087844" 2274 1242 1381 1354
"ENSDARG00000087845" 283 278 1510 704
"ENSDARG00000087847" 4 2 1 4
"ENSDARG00000087850" 1273 768 874 785
"ENSDARG00000087851" 84 90 212 265
"ENSDARG00000087852" 2053 1682 984 1167
"ENSDARG00000087853" 7 5 5 2
"ENSDARG00000087854" 2 2 15 19
"ENSDARG00000087855" 6766 5695 2825 3817
"ENSDARG00000087856" 13 1 28 27
"ENSDARG00000087857" 38 34 38 32
"ENSDARG00000087859" 23 15 79 43
"ENSDARG00000087860" 9 30 5 12
"ENSDARG00000087861" 3256 3084 6047 5721
"ENSDARG00000087863" 10598 9318 3944 4317
"ENSDARG00000087864" 7996 6989 4835 6175
"ENSDARG00000087865" 21 17 13 23
"ENSDARG00000087866" 1761 1821 2817 3010
"ENSDARG00000087867" 341 286 443 498
"ENSDARG00000087868" 77 58 63 82
"ENSDARG00000087869" 203 240 1985 1903
"ENSDARG00000087870" 941 935 150 153
"ENSDARG00000087872" 762 781 293 505
"ENSDARG00000087873" 509 393 834 945
"ENSDARG00000087877" 33 33 25 34
"ENSDARG00000087881" 12 19 23 20
"ENSDARG00000087882" 522 427 683 762
"ENSDARG00000087883" 4 1 4 8
"ENSDARG00000087884" 11 11 10 12
"ENSDARG00000087885" 1305 1194 1071 1178
"ENSDARG00000087886" 322 363 546 644
"ENSDARG00000087887" 34 33 30 26
"ENSDARG00000087889" 12 13 39 44
"ENSDARG00000087890" 432 1013 302 140
"ENSDARG00000087892" 3680 3004 3515 3713
"ENSDARG00000087893" 942 638 1036 1148
"ENSDARG00000087895" 1119 1010 2075 1913
"ENSDARG00000087897" 1357 1046 3251 3288
"ENSDARG00000087899" 77 68 138 159
"ENSDARG00000087900" 1 2 5 4
"ENSDARG00000087901" 0 22 30 0
"ENSDARG00000087902" 59 75 62 48
"ENSDARG00000087903" 8 9 1 3
"ENSDARG00000087905" 21 25 32 31
"ENSDARG00000087907" 24 28 8 21
"ENSDARG00000087909" 34 19 15 13
"ENSDARG00000087910" 763 617 2509 2339
"ENSDARG00000087911" 24 37 171 144
"ENSDARG00000087912" 1823 1486 2796 3517
"ENSDARG00000087913" 106 115 204 170
"ENSDARG00000087914" 1974 662 1825 1112
"ENSDARG00000087915" 4020 3578 1793 2397
"ENSDARG00000087917" 79 101 156 227
"ENSDARG00000087920" 26 22 30 15
"ENSDARG00000087921" 614 536 601 611
"ENSDARG00000087922" 46 37 66 58
"ENSDARG00000087923" 590 202 219 190
"ENSDARG00000087925" 1000 998 2287 2330
"ENSDARG00000087926" 325 193 172 178
"ENSDARG00000087927" 618 692 743 833
"ENSDARG00000087929" 290 221 340 359
"ENSDARG00000087933" 1019 837 532 637
"ENSDARG00000087935" 309 165 134 289
"ENSDARG00000087937" 976 689 1048 1087
"ENSDARG00000087939" 139 85 137 184
"ENSDARG00000087940" 3 3 6 12
"ENSDARG00000087941" 141 131 98 102
"ENSDARG00000087946" 35 37 56 39
"ENSDARG00000087947" 3 4 3 3
"ENSDARG00000087949" 21 27 45 65
"ENSDARG00000087950" 2312 1812 4177 4145
"ENSDARG00000087951" 7 5 1 4
"ENSDARG00000087953" 3447 1384 3562 1867
"ENSDARG00000087954" 987 751 1617 1590
"ENSDARG00000087955" 165 149 280 311
"ENSDARG00000087956" 398 315 1151 1085
"ENSDARG00000087957" 54 45 41 56
"ENSDARG00000087958" 8 2 17 17
"ENSDARG00000087959" 51 39 90 127
"ENSDARG00000087962" 508 392 706 740
"ENSDARG00000087963" 94 80 113 108
"ENSDARG00000087965" 196 145 464 438
"ENSDARG00000087966" 8 7 6 14
"ENSDARG00000087967" 31 37 62 58
"ENSDARG00000087970" 771 406 1006 579
"ENSDARG00000087971" 107 97 73 95
"ENSDARG00000087972" 21 21 68 67
"ENSDARG00000087974" 17 24 130 115
"ENSDARG00000087976" 3692 3283 1657 2134
"ENSDARG00000087977" 826 736 1277 1210
"ENSDARG00000087978" 21 15 18 14
"ENSDARG00000087979" 21 12 33 28
"ENSDARG00000087980" 13 5 15 27
"ENSDARG00000087981" 345 333 408 446
"ENSDARG00000087982" 10 10 1 4
"ENSDARG00000087983" 703 746 97 100
"ENSDARG00000087985" 5 3 20 23
"ENSDARG00000087988" 123 140 176 197
"ENSDARG00000087990" 54 65 124 90
"ENSDARG00000087993" 306 245 173 185
"ENSDARG00000087994" 113 142 83 106
"ENSDARG00000087996" 62 64 222 192
"ENSDARG00000087998" 3 3 35 27
"ENSDARG00000087999" 649 751 1786 2592
"ENSDARG00000088000" 53 83 138 170
"ENSDARG00000088001" 20 26 17 18
"ENSDARG00000088002" 99 49 40 32
"ENSDARG00000088003" 525 492 662 659
"ENSDARG00000088004" 345 272 362 432
"ENSDARG00000088008" 702 583 425 545
"ENSDARG00000088009" 5 7 4 5
"ENSDARG00000088010" 176 162 241 280
"ENSDARG00000088011" 27 11 24 19
"ENSDARG00000088012" 23 21 16 16
"ENSDARG00000088013" 155 158 270 327
"ENSDARG00000088014" 129 92 289 327
"ENSDARG00000088017" 281 203 162 211
"ENSDARG00000088018" 334 243 296 312
"ENSDARG00000088019" 37 41 27 37
"ENSDARG00000088020" 696 730 97 233
"ENSDARG00000088021" 8 7 5 15
"ENSDARG00000088022" 1095 905 520 537
"ENSDARG00000088023" 101 86 126 104
"ENSDARG00000088026" 471 340 350 453
"ENSDARG00000088027" 51 62 107 90
"ENSDARG00000088028" 10 11 20 36
"ENSDARG00000088030" 44113 26241 30186 29615
"ENSDARG00000088033" 8564 7598 4044 5488
"ENSDARG00000088034" 9 7 1 8
"ENSDARG00000088036" 70 52 121 101
"ENSDARG00000088037" 21 22 20 22
"ENSDARG00000088038" 54 32 139 192
"ENSDARG00000088039" 22 15 34 37
"ENSDARG00000088040" 230 185 735 714
"ENSDARG00000088041" 1084 1211 2266 2276
"ENSDARG00000088043" 2177 1477 1538 1525
"ENSDARG00000088044" 67 73 34 38
"ENSDARG00000088045" 13 9 1 4
"ENSDARG00000088048" 248 258 201 223
"ENSDARG00000088049" 36 37 52 39
"ENSDARG00000088051" 73 56 84 93
"ENSDARG00000088052" 209 136 138 171
"ENSDARG00000088053" 5 1 9 13
"ENSDARG00000088054" 41 42 74 80
"ENSDARG00000088056" 5 4 9 11
"ENSDARG00000088057" 266 229 337 366
"ENSDARG00000088058" 11 9 9 17
"ENSDARG00000088059" 26 35 8 8
"ENSDARG00000088060" 17 7 14 17
"ENSDARG00000088061" 167 150 160 183
"ENSDARG00000088062" 248 198 280 318
"ENSDARG00000088063" 365 284 285 295
"ENSDARG00000088064" 12 16 15 15
"ENSDARG00000088067" 15 9 24 21
"ENSDARG00000088068" 11 13 45 18
"ENSDARG00000088069" 44 50 53 62
"ENSDARG00000088071" 9 15 3 3
"ENSDARG00000088072" 542 593 556 685
"ENSDARG00000088073" 228 175 1333 1272
"ENSDARG00000088074" 756 663 314 445
"ENSDARG00000088075" 119 89 89 144
"ENSDARG00000088078" 172 153 214 184
"ENSDARG00000088080" 3 4 67 76
"ENSDARG00000088081" 1806 1168 1703 1651
"ENSDARG00000088082" 2207 2104 1189 1476
"ENSDARG00000088083" 1369 829 1131 1087
"ENSDARG00000088084" 64 46 207 217
"ENSDARG00000088086" 60 46 79 81
"ENSDARG00000088087" 5759 4424 7262 7637
"ENSDARG00000088090" 9 7 16 8
"ENSDARG00000088091" 115047 52298 39548 46068
"ENSDARG00000088094" 136 107 86 117
"ENSDARG00000088096" 4 3 7 5
"ENSDARG00000088098" 1155 632 1867 1236
"ENSDARG00000088099" 332 248 214 306
"ENSDARG00000088100" 31 41 99 94
"ENSDARG00000088102" 95 63 168 302
"ENSDARG00000088107" 140 105 149 173
"ENSDARG00000088109" 10 16 33 20
"ENSDARG00000088111" 24 17 5 8
"ENSDARG00000088112" 440 366 225 242
"ENSDARG00000088113" 5 6 5 4
"ENSDARG00000088114" 47 32 88 75
"ENSDARG00000088116" 4975 3728 14075 16126
"ENSDARG00000088117" 445 476 329 375
"ENSDARG00000088118" 155 158 1329 1310
"ENSDARG00000088119" 112 105 349 294
"ENSDARG00000088120" 6129 5287 3035 3606
"ENSDARG00000088121" 850 641 114 338
"ENSDARG00000088122" 581 523 270 221
"ENSDARG00000088123" 683 467 1457 1441
"ENSDARG00000088124" 854 708 396 453
"ENSDARG00000088125" 91 58 18 36
"ENSDARG00000088126" 5 20 13 17
"ENSDARG00000088127" 38 13 41 58
"ENSDARG00000088128" 91 81 82 100
"ENSDARG00000088129" 26 28 36 47
"ENSDARG00000088130" 116 118 1279 1128
"ENSDARG00000088131" 96 119 85 130
"ENSDARG00000088132" 47 43 138 141
"ENSDARG00000088133" 1381 1461 1088 1229
"ENSDARG00000088134" 154 153 373 354
"ENSDARG00000088136" 6 0 19 18
"ENSDARG00000088137" 1278 1272 442 489
"ENSDARG00000088140" 5144 5534 881 863
